iter	Passed	Remaining
1677	9205	23709
1678	9210	23702
1679	9215	23697
1680	9221	23693
1681	9225	23684
1682	9230	23676
1683	9234	23668
1684	9240	23663
1685	9246	23658
1686	9251	23651
1687	9255	23643
1688	9261	23638
1689	9266	23631
1690	9272	23628
1691	9277	23621
1692	9283	23616
1693	9288	23610
1694	9294	23606
1695	9300	23601
1696	9304	23593
1697	9310	23590
1698	9316	23584
1699	9322	23579
1700	9327	23574
1701	9333	23569
1702	9339	23565
1703	9345	23560
1704	9350	23554
1705	9356	23549
1706	9362	23545
1707	9367	23539
1708	9372	23533
1709	9377	23525
1710	9381	23516
1711	9386	23509
1712	9391	23502
1713	9396	23495
1714	9401	23490
1715	9406	23483
1716	9412	23479
1717	9418	23474
1718	9424	23469
1719	9430	23467
1720	9435	23460
1721	9441	23456
1722	9447	23450
1723	9452	23444
1724	9457	23438
1725	9463	23434
1726	9469	23428
1727	9474	23423
1728	9480	23418
1729	9485	23412
1730	9491	23407
1731	9496	23400
1732	9501	23393
1733	9506	23387
1734	9512	23382
1735	9516	23375
1736	9522	23369
1737	9527	23364
1738	9533	23358
1739	9539	23354
1740	9544	23348
1741	9549	23341
1742	9554	23335
1743	9559	23327
1744	9564	23322
1745	9569	23316
1746	9576	23312
1747	9581	23306
1748	9586	23301
1749	9592	23296
1750	9598	23291
1751	9604	23287
1752	9609	23281
1753	9614	23274
1754	9620	23270
1755	9626	23267
1756	9632	23261
1757	9636	23253
1758	9641	23246
1759	9647	23240
1760	9652	23236
1761	9659	23232
1762	9663	23224
1763	9668	23217
1764	9673	23211
1765	9678	23203
1766	9684	23199
1767	9689	23192
1768	9694	23187
1769	9700	23181
1770	9705	23176
1771	9711	23171
1772	9716	23164
1773	9722	23160
1774	9727	23154
1775	9733	23148
1776	9737	23141
1777	9742	23135
1778	9748	23129
1779	9753	23123
1780	9758	23117
1781	9763	23110
1782	9769	23106
1783	9774	23099
1784	9780	23094
1785	9785	23089
1786	9791	23084
1787	9796	23078
1788	9802	23073
1789	9808	23069
1790	9814	23064
1791	9819	23059
1792	9825	23053
1793	9830	23046
1794	9835	23041
1795	9840	23034
1796	9846	23030
1797	9852	23025
1798	9857	23018
1799	9862	23013
1800	9869	23009
1801	9874	23003
1802	9880	22999
1803	9885	22993
1804	9890	22987
1805	9895	22980
1806	9900	22973
1807	9906	22968
1808	9911	22962
1809	9917	22958
1810	9922	22952
1811	9928	22947
1812	9933	22941
1813	9939	22936
1814	9944	22930
1815	9949	22923
1816	9954	22916
1817	9959	22911
1818	9965	22906
1819	9971	22902
1820	9977	22897
1821	9983	22892
1822	9988	22886
1823	9993	22880
1824	9998	22873
1825	10004	22869
1826	10009	22862
1827	10014	22855
1828	10020	22851
1829	10026	22847
1830	10030	22838
1831	10035	22830
1832	10040	22825
1833	10045	22817
1834	10050	22812
1835	10056	22807
1836	10061	22801
1837	10066	22795
1838	10072	22789
1839	10077	22784
1840	10083	22780
1841	10090	22776
1842	10095	22770
1843	10100	22765
1844	10106	22759
1845	10110	22752
1846	10115	22744
1847	10120	22737
1848	10125	22731
1849	10130	22724
1850	10135	22718
1851	10141	22715
1852	10148	22711
1853	10153	22704
1854	10159	22700
1855	10165	22696
1856	10170	22691
1857	10176	22685
1858	10181	22680
1859	10187	22674
1860	10193	22670
1861	10198	22665
1862	10203	22657
1863	10209	22652
1864	10213	22645
1865	10219	22640
1866	10225	22635
1867	10230	22628
1868	10234	22621
1869	10239	22615
1870	10244	22608
1871	10249	22601
1872	10254	22595
1873	10259	22588
1874	10264	22582
1875	10269	22575
1876	10274	22569
1877	10280	22564
1878	10285	22557
1879	10290	22552
1880	10296	22546
1881	10301	22540
1882	10307	22536
1883	10311	22528
1884	10316	22520
1885	10322	22516
1886	10327	22511
1887	10333	22506
1888	10338	22500
1889	10344	22494
1890	10348	22486
1891	10353	22479
1892	10357	22472
1893	10363	22466
1894	10368	22460
1895	10372	22452
1896	10377	22445
1897	10383	22441
1898	10388	22435
1899	10393	22428
1900	10398	22422
1901	10404	22416
1902	10409	22410
1903	10414	22403
1904	10418	22396
1905	10424	22390
1906	10429	22385
1907	10434	22378
1908	10440	22373
1909	10445	22367
1910	10451	22363
1911	10456	22356
1912	10462	22351
1913	10466	22343
1914	10470	22335
1915	10474	22327
1916	10480	22323
1917	10486	22317
1918	10491	22311
1919	10497	22306
1920	10502	22301
1921	10507	22295
1922	10513	22289
1923	10518	22283
1924	10523	22277
1925	10529	22272
1926	10534	22266
1927	10540	22261
1928	10546	22256
1929	10551	22251
1930	10557	22246
1931	10562	22239
1932	10568	22235
1933	10573	22230
1934	10579	22225
1935	10584	22218
1936	10590	22213
1937	10595	22206
1938	10600	22201
1939	10606	22196
1940	10610	22189
1941	10616	22183
1942	10621	22178
1943	10628	22175
1944	10633	22169
1945	10639	22165
1946	10644	22157
1947	10650	22153
1948	10655	22148
1949	10660	22141
1950	10665	22135
1951	10670	22128
1952	10676	22122
1953	10681	22116
1954	10685	22109
1955	10691	22103
1956	10696	22098
1957	10702	22092
1958	10708	22089
1959	10713	22083
1960	10719	22078
1961	10724	22071
1962	10730	22067
1963	10736	22063
1964	10742	22058
1965	10747	22052
1966	10753	22048
1967	10760	22045
1968	10765	22039
1969	10770	22033
1970	10775	22026
1971	10780	22021
1972	10786	22015
1973	10791	22009
1974	10796	22003
1975	10803	21999
1976	10807	21992
1977	10813	21987
1978	10818	21981
1979	10824	21976
1980	10829	21971
1981	10835	21965
1982	10840	21960
1983	10846	21955
1984	10851	21948
1985	10856	21943
1986	10862	21938
1987	10868	21933
1988	10874	21929
1989	10879	21922
1990	10883	21914
1991	10888	21908
1992	10893	21902
1993	10899	21897
1994	10905	21893
1995	10911	21889
1996	10917	21883
1997	10922	21878
1998	10928	21874
1999	10934	21869
2000	10939	21863
2001	10946	21859
2002	10951	21853
2003	10956	21847
2004	10962	21842
2005	10967	21835
2006	10972	21830
2007	10979	21826
2008	10983	21820
2009	10989	21814
2010	10994	21808
2011	10998	21801
2012	11004	21795
2013	11009	21788
2014	11014	21782
2015	11020	21778
2016	11025	21772
2017	11030	21765
2018	11036	21760
2019	11041	21755
2020	11047	21749
2021	11052	21744
2022	11057	21737
2023	11063	21732
2024	11069	21728
2025	11074	21722
2026	11080	21717
2027	11085	21712
2028	11090	21705
2029	11095	21699
2030	11100	21692
2031	11105	21686
2032	11111	21681
2033	11116	21675
2034	11121	21669
2035	11127	21664
2036	11132	21658
2037	11137	21651
2038	11142	21645
2039	11147	21639
2040	11152	21633
2041	11158	21628
2042	11163	21621
2043	11169	21617
2044	11174	21612
2045	11180	21606
2046	11186	21601
2047	11190	21594
2048	11197	21590
2049	11202	21584
2050	11207	21579
2051	11212	21572
2052	11216	21564
2053	11222	21559
2054	11227	21553
2055	11232	21547
2056	11237	21541
2057	11241	21533
2058	11247	21528
2059	11253	21523
2060	11258	21517
2061	11263	21511
2062	11269	21507
2063	11274	21500
2064	11279	21493
2065	11284	21486
2066	11289	21480
2067	11294	21475
2068	11299	21469
2069	11305	21463
2070	11310	21457
2071	11316	21452
2072	11320	21445
2073	11325	21438
2074	11330	21431
2075	11335	21426
2076	11341	21421
2077	11347	21416
2078	11351	21409
2079	11358	21406
2080	11364	21402
2081	11370	21397
2082	11375	21391
2083	11381	21386
2084	11387	21381
2085	11392	21375
2086	11398	21370
2087	11402	21363
2088	11408	21359
2089	11413	21352
2090	11419	21348
2091	11424	21341
2092	11430	21337
2093	11436	21332
2094	11441	21326
2095	11448	21323
2096	11452	21316
2097	11457	21310
2098	11463	21305
2099	11469	21300
2100	11474	21293
2101	11479	21287
2102	11484	21281
2103	11489	21275
2104	11494	21268
2105	11499	21262
2106	11505	21257
2107	11509	21250
2108	11515	21245
2109	11520	21238
2110	11525	21232
2111	11530	21227
2112	11537	21223
2113	11542	21218
2114	11548	21212
2115	11554	21209
2116	11561	21205
2117	11565	21198
2118	11572	21195
2119	11577	21188
2120	11582	21182
2121	11590	21182
2122	11596	21177
2123	11602	21172
2124	11608	21168
2125	11613	21162
2126	11619	21157
2127	11627	21156
2128	11632	21151
2129	11639	21147
2130	11644	21141
2131	11649	21136
2132	11657	21134
2133	11662	21127
2134	11666	21120
2135	11674	21118
2136	11679	21112
2137	11685	21107
2138	11691	21103
2139	11696	21097
2140	11703	21094
2141	11708	21088
2142	11713	21082
2143	11719	21076
2144	11724	21071
2145	11731	21068
2146	11738	21065
2147	11743	21059
2148	11748	21052
2149	11754	21049
2150	11759	21042
2151	11765	21038
2152	11771	21033
2153	11777	21028
2154	11782	21022
2155	11788	21018
2156	11793	21011
2157	11798	21005
2158	11805	21002
2159	11810	20995
2160	11815	20990
2161	11821	20986
2162	11826	20979
2163	11832	20975
2164	11839	20972
2165	11844	20966
2166	11850	20961
2167	11856	20956
2168	11861	20950
2169	11866	20943
2170	11873	20940
2171	11878	20935
2172	11885	20931
2173	11890	20925
2174	11896	20921
2175	11902	20916
2176	11908	20911
2177	11914	20907
2178	11920	20904
2179	11926	20898
2180	11930	20890
2181	11936	20886
2182	11942	20881
2183	11948	20877
2184	11955	20874
2185	11961	20868
2186	11967	20864
2187	11972	20858
2188	11977	20853
2189	11983	20848
2190	11988	20841
2191	11994	20837
2192	11999	20830
2193	12005	20826
2194	12010	20819
2195	12015	20813
2196	12022	20810
2197	12027	20805
2198	12032	20798
2199	12039	20795
2200	12045	20790
2201	12051	20786
2202	12055	20779
2203	12061	20773
2204	12067	20769
2205	12073	20763
2206	12078	20758
2207	12084	20754
2208	12090	20749
2209	12096	20744
2210	12102	20740
2211	12108	20735
2212	12113	20728
2213	12119	20724
2214	12124	20718
2215	12130	20713
2216	12135	20707
2217	12141	20702
2218	12145	20695
2219	12152	20691
2220	12158	20686
2221	12164	20682
2222	12170	20678
2223	12175	20672
2224	12181	20667
2225	12187	20663
2226	12193	20657
2227	12200	20655
2228	12205	20649
2229	12211	20644
2230	12217	20640
2231	12222	20633
2232	12227	20628
2233	12234	20624
2234	12240	20620
2235	12246	20615
2236	12252	20611
2237	12258	20605
2238	12263	20599
2239	12269	20594
2240	12274	20589
2241	12280	20584
2242	12286	20579
2243	12291	20573
2244	12296	20567
2245	12302	20562
2246	12308	20557
2247	12314	20553
2248	12320	20549
2249	12326	20544
2250	12330	20536
2251	12337	20533
2252	12342	20527
2253	12348	20522
2254	12354	20518
2255	12360	20512
2256	12365	20506
2257	12371	20502
2258	12378	20499
2259	12384	20495
2260	12390	20489
2261	12396	20486
2262	12403	20482
2263	12409	20477
2264	12415	20473
2265	12420	20467
2266	12425	20461
2267	12430	20454
2268	12436	20450
2269	12442	20445
2270	12449	20442
2271	12455	20437
2272	12460	20431
2273	12466	20425
2274	12471	20419
2275	12475	20413
2276	12481	20408
2277	12486	20401
2278	12492	20396
2279	12497	20390
2280	12502	20384
2281	12508	20379
2282	12515	20376
2283	12520	20370
2284	12525	20364
2285	12531	20360
2286	12536	20352
2287	12541	20346
2288	12546	20341
2289	12552	20336
2290	12558	20332
2291	12564	20326
2292	12569	20320
2293	12574	20314
2294	12580	20309
2295	12585	20304
2296	12590	20297
2297	12596	20292
2298	12603	20289
2299	12608	20283
2300	12614	20278
2301	12619	20272
2302	12624	20266
2303	12629	20259
2304	12635	20255
2305	12641	20249
2306	12646	20244
2307	12652	20239
2308	12657	20233
2309	12662	20227
2310	12668	20222
2311	12673	20216
2312	12679	20210
2313	12684	20205
2314	12689	20198
2315	12694	20192
2316	12698	20185
2317	12704	20179
2318	12708	20172
2319	12715	20168
2320	12720	20163
2321	12726	20157
2322	12730	20151
2323	12736	20146
2324	12742	20140
2325	12748	20136
2326	12754	20131
2327	12759	20125
2328	12765	20120
2329	12769	20113
2330	12774	20106
2331	12779	20100
2332	12785	20095
2333	12790	20090
2334	12795	20084
2335	12801	20079
2336	12806	20073
2337	12811	20067
2338	12816	20059
2339	12822	20055
2340	12827	20049
2341	12833	20044
2342	12840	20041
2343	12846	20036
2344	12851	20031
2345	12857	20025
2346	12862	20020
2347	12870	20017
2348	12875	20011
2349	12881	20008
2350	12887	20002
2351	12892	19996
2352	12898	19991
2353	12903	19984
2354	12908	19979
2355	12913	19973
2356	12918	19967
2357	12923	19960
2358	12928	19955
2359	12934	19950
2360	12940	19944
2361	12946	19939
2362	12951	19934
2363	12956	19928
2364	12963	19924
2365	12969	19919
2366	12974	19913
2367	12979	19907
2368	12984	19901
2369	12989	19895
2370	12995	19890
2371	13001	19885
2372	13006	19879
2373	13013	19875
2374	13018	19870
2375	13023	19863
2376	13028	19858
2377	13034	19852
2378	13040	19847
2379	13045	19841
2380	13051	19837
2381	13056	19831
2382	13062	19826
2383	13067	19820
2384	13072	19814
2385	13078	19810
2386	13084	19804
2387	13089	19798
2388	13095	19794
2389	13101	19789
2390	13106	19783
2391	13112	19778
2392	13117	19772
2393	13123	19767
2394	13128	19761
2395	13133	19755
2396	13140	19751
2397	13146	19747
2398	13152	19741
2399	13157	19736
2400	13163	19731
2401	13168	19724
2402	13173	19719
2403	13179	19714
2404	13185	19709
2405	13190	19704
2406	13196	19699
2407	13203	19695
2408	13208	19689
2409	13214	19684
2410	13220	19679
2411	13226	19675
2412	13232	19670
2413	13237	19664
2414	13242	19658
2415	13248	19653
2416	13255	19649
2417	13261	19644
2418	13266	19639
2419	13271	19633
2420	13277	19627
2421	13283	19623
2422	13288	19617
2423	13294	19613
2424	13299	19607
2425	13305	19601
2426	13311	19597
2427	13316	19590
2428	13321	19585
2429	13327	19579
2430	13331	19572
2431	13336	19566
2432	13342	19560
2433	13348	19556
2434	13353	19550
2435	13358	19544
2436	13364	19540
2437	13369	19533
2438	13374	19527
2439	13380	19521
2440	13385	19515
2441	13390	19509
2442	13395	19504
2443	13401	19499
2444	13407	19493
2445	13412	19488
2446	13418	19482
2447	13423	19476
2448	13428	19470
2449	13433	19465
2450	13439	19459
2451	13444	19454
2452	13450	19448
2453	13455	19442
2454	13460	19436
2455	13465	19430
2456	13470	19424
2457	13475	19418
2458	13481	19413
2459	13485	19406
2460	13491	19401
2461	13496	19395
2462	13502	19390
2463	13508	19385
2464	13513	19379
2465	13517	19372
2466	13523	19367
2467	13528	19360
2468	13533	19355
2469	13538	19349
2470	13543	19342
2471	13548	19336
2472	13553	19330
2473	13558	19324
2474	13565	19320
2475	13570	19314
2476	13576	19309
2477	13581	19303
2478	13587	19298
2479	13591	19291
2480	13596	19285
2481	13602	19280
2482	13607	19274
2483	13612	19268
2484	13618	19262
2485	13623	19256
2486	13628	19250
2487	13633	19244
2488	13637	19237
2489	13643	19232
2490	13648	19225
2491	13653	19220
2492	13659	19215
2493	13664	19208
2494	13669	19203
2495	13675	19198
2496	13680	19192
2497	13685	19185
2498	13690	19180
2499	13696	19175
2500	13702	19170
2501	13708	19165
2502	13714	19161
2503	13720	19155
2504	13725	19149
2505	13730	19143
2506	13736	19138
2507	13740	19131
2508	13745	19126
2509	13750	19119
2510	13756	19114
2511	13762	19109
2512	13767	19103
2513	13772	19097
2514	13778	19092
2515	13783	19086
2516	13788	19080
2517	13794	19075
2518	13800	19071
2519	13805	19065
2520	13811	19059
2521	13816	19053
2522	13822	19048
2523	13827	19042
2524	13832	19036
2525	13836	19029
2526	13842	19024
2527	13847	19018
2528	13852	19012
2529	13858	19007
2530	13864	19002
2531	13869	18996
2532	13874	18990
2533	13880	18986
2534	13885	18979
2535	13890	18973
2536	13896	18968
2537	13902	18963
2538	13907	18957
2539	13912	18951
2540	13918	18946
2541	13923	18941
2542	13929	18935
2543	13934	18930
2544	13940	18925
2545	13945	18919
2546	13950	18912
2547	13954	18905
2548	13959	18899
2549	13965	18894
2550	13971	18889
2551	13976	18884
2552	13981	18877
2553	13986	18871
2554	13991	18864
2555	13996	18858
2556	14001	18852
2557	14007	18848
2558	14013	18843
2559	14017	18835
2560	14022	18829
2561	14027	18823
2562	14031	18816
2563	14036	18810
2564	14042	18805
2565	14047	18799
2566	14052	18793
2567	14058	18788
2568	14063	18782
2569	14069	18777
2570	14074	18771
2571	14079	18765
2572	14085	18760
2573	14090	18754
2574	14095	18748
2575	14100	18741
2576	14104	18735
2577	14110	18730
2578	14116	18724
2579	14122	18720
2580	14128	18715
2581	14132	18708
2582	14138	18703
2583	14142	18696
2584	14148	18690
2585	14153	18685
2586	14159	18680
2587	14164	18673
2588	14169	18668
2589	14174	18662
2590	14180	18656
2591	14184	18650
2592	14190	18645
2593	14196	18639
2594	14201	18634
2595	14208	18630
2596	14213	18624
2597	14219	18619
2598	14225	18615
2599	14231	18610
2600	14237	18605
2601	14242	18599
2602	14247	18593
2603	14253	18588
2604	14258	18582
2605	14264	18577
2606	14270	18573
2607	14275	18567
2608	14281	18561
2609	14285	18555
2610	14290	18549
2611	14296	18544
2612	14301	18537
2613	14306	18531
2614	14312	18526
2615	14317	18521
2616	14323	18515
2617	14328	18509
2618	14332	18503
2619	14339	18498
2620	14344	18492
2621	14349	18486
2622	14354	18481
2623	14359	18474
2624	14364	18469
2625	14370	18463
2626	14375	18457
2627	14380	18452
2628	14386	18446
2629	14392	18441
2630	14397	18436
2631	14403	18431
2632	14408	18425
2633	14413	18418
2634	14418	18413
2635	14424	18408
2636	14430	18403
2637	14435	18397
2638	14441	18393
2639	14447	18387
2640	14453	18383
2641	14458	18376
2642	14464	18371
2643	14469	18365
2644	14475	18361
2645	14480	18355
2646	14485	18349
2647	14491	18344
2648	14497	18339
2649	14503	18334
2650	14508	18328
2651	14514	18323
2652	14519	18317
2653	14524	18311
2654	14529	18305
2655	14534	18299
2656	14540	18294
2657	14544	18287
2658	14550	18282
2659	14555	18276
2660	14561	18271
2661	14567	18266
2662	14572	18260
2663	14577	18254
2664	14583	18249
2665	14588	18244
2666	14594	18238
2667	14600	18234
2668	14606	18229
2669	14611	18223
2670	14616	18217
2671	14622	18211
2672	14627	18206
2673	14633	18201
2674	14637	18194
2675	14643	18189
2676	14648	18183
2677	14654	18178
2678	14659	18172
2679	14664	18166
2680	14669	18160
2681	14674	18153
2682	14679	18148
2683	14684	18142
2684	14690	18137
2685	14695	18130
2686	14700	18125
2687	14705	18119
2688	14710	18112
2689	14715	18107
2690	14721	18102
2691	14727	18097
2692	14731	18090
2693	14736	18084
2694	14742	18079
2695	14747	18073
2696	14754	18069
2697	14760	18064
2698	14765	18058
2699	14770	18052
2700	14775	18046
2701	14779	18040
2702	14784	18034
2703	14790	18028
2704	14795	18022
2705	14801	18017
2706	14806	18012
2707	14812	18006
2708	14818	18001
2709	14822	17995
2710	14828	17990
2711	14834	17985
2712	14839	17979
2713	14844	17973
2714	14850	17968
2715	14856	17962
2716	14860	17956
2717	14866	17951
2718	14871	17945
2719	14876	17939
2720	14881	17933
2721	14886	17927
2722	14892	17922
2723	14898	17917
2724	14903	17912
2725	14909	17906
2726	14915	17901
2727	14920	17895
2728	14924	17888
2729	14931	17884
2730	14935	17878
2731	14942	17874
2732	14948	17869
2733	14953	17863
2734	14959	17858
2735	14965	17853
2736	14969	17846
2737	14975	17841
2738	14979	17834
2739	14986	17830
2740	14991	17824
2741	14996	17818
2742	15002	17813
2743	15007	17807
2744	15013	17803
2745	15019	17797
2746	15024	17791
2747	15029	17785
2748	15035	17780
2749	15039	17774
2750	15045	17768
2751	15051	17763
2752	15056	17758
2753	15061	17752
2754	15066	17746
2755	15072	17740
2756	15077	17735
2757	15083	17730
2758	15088	17724
2759	15094	17719
2760	15099	17714
2761	15104	17707
2762	15111	17703
2763	15115	17696
2764	15120	17691
2765	15126	17685
2766	15131	17680
2767	15136	17674
2768	15142	17668
2769	15147	17663
2770	15153	17658
2771	15159	17652
2772	15164	17647
2773	15169	17641
2774	15174	17635
2775	15180	17630
2776	15185	17624
2777	15191	17619
2778	15197	17615
2779	15202	17609
2780	15208	17604
2781	15213	17598
2782	15219	17592
2783	15224	17587
2784	15229	17581
2785	15235	17576
2786	15240	17569
2787	15244	17562
2788	15248	17556
2789	15253	17549
2790	15258	17543
2791	15263	17537
2792	15268	17531
2793	15273	17525
2794	15279	17521
2795	15284	17515
2796	15290	17509
2797	15295	17504
2798	15301	17498
2799	15306	17493
2800	15312	17487
2801	15317	17482
2802	15322	17476
2803	15328	17471
2804	15333	17465
2805	15339	17460
2806	15344	17454
2807	15349	17449
2808	15354	17442
2809	15360	17437
2810	15365	17432
2811	15370	17425
2812	15376	17420
2813	15382	17415
2814	15387	17410
2815	15393	17404
2816	15397	17398
2817	15403	17392
2818	15408	17387
2819	15413	17381
2820	15418	17375
2821	15424	17370
2822	15429	17364
2823	15434	17358
2824	15440	17353
2825	15446	17348
2826	15451	17342
2827	15456	17336
2828	15461	17330
2829	15466	17324
2830	15472	17319
2831	15477	17313
2832	15482	17307
2833	15487	17301
2834	15492	17295
2835	15497	17290
2836	15503	17285
2837	15508	17278
2838	15513	17273
2839	15518	17267
2840	15523	17261
2841	15529	17255
2842	15534	17250
2843	15539	17244
2844	15545	17239
2845	15550	17233
2846	15555	17227
2847	15559	17220
2848	15565	17214
2849	15569	17208
2850	15574	17202
2851	15580	17197
2852	15585	17191
2853	15590	17185
2854	15595	17179
2855	15600	17173
2856	15604	17167
2857	15609	17161
2858	15615	17155
2859	15621	17150
2860	15626	17144
2861	15631	17138
2862	15636	17132
2863	15641	17127
2864	15646	17120
2865	15651	17114
2866	15656	17109
2867	15661	17103
2868	15666	17097
2869	15671	17091
2870	15677	17086
2871	15682	17080
2872	15688	17075
2873	15693	17070
2874	15698	17064
2875	15704	17059
2876	15710	17053
2877	15716	17048
2878	15722	17043
2879	15728	17039
2880	15734	17034
2881	15739	17028
2882	15745	17022
2883	15751	17018
2884	15757	17013
2885	15761	17006
2886	15766	17000
2887	15771	16994
2888	15776	16988
2889	15781	16982
2890	15785	16976
2891	15790	16970
2892	15796	16964
2893	15801	16958
2894	15806	16953
2895	15811	16947
2896	15817	16941
2897	15823	16937
2898	15829	16932
2899	15834	16926
2900	15840	16922
2901	15846	16916
2902	15851	16910
2903	15856	16905
2904	15862	16899
2905	15867	16894
2906	15872	16888
2907	15877	16882
2908	15882	16876
2909	15888	16871
2910	15893	16864
2911	15898	16859
2912	15903	16853
2913	15909	16848
2914	15914	16842
2915	15919	16836
2916	15923	16830
2917	15929	16824
2918	15934	16818
2919	15939	16813
2920	15944	16807
2921	15949	16801
2922	15955	16796
2923	15960	16790
2924	15965	16784
2925	15971	16779
2926	15975	16772
2927	15981	16767
2928	15986	16761
2929	15992	16756
2930	15997	16750
2931	16003	16745
2932	16008	16739
2933	16014	16734
2934	16019	16729
2935	16024	16723
2936	16029	16717
2937	16036	16713
2938	16041	16707
2939	16048	16703
2940	16053	16697
2941	16058	16691
2942	16063	16685
2943	16068	16680
2944	16073	16674
2945	16079	16668
2946	16085	16663
2947	16090	16657
2948	16095	16651
2949	16100	16646
2950	16106	16641
2951	16111	16635
2952	16117	16630
2953	16122	16625
2954	16127	16618
2955	16132	16612
2956	16138	16608
2957	16143	16602
2958	16150	16597
2959	16155	16591
2960	16160	16586
2961	16166	16581
2962	16172	16576
2963	16178	16571
2964	16184	16566
2965	16189	16560
2966	16194	16554
2967	16200	16549
2968	16205	16544
2969	16210	16537
2970	16216	16532
2971	16221	16527
2972	16227	16522
2973	16233	16517
2974	16238	16511
2975	16244	16506
2976	16250	16501
2977	16255	16496
2978	16262	16491
2979	16269	16487
2980	16274	16482
2981	16280	16477
2982	16286	16472
2983	16292	16466
2984	16297	16461
2985	16302	16455
2986	16307	16449
2987	16313	16444
2988	16318	16438
2989	16323	16432
2990	16329	16427
2991	16333	16421
2992	16339	16415
2993	16344	16410
2994	16349	16404
2995	16354	16398
2996	16359	16392
2997	16365	16387
2998	16371	16382
2999	16376	16376
3000	16381	16370
3001	16387	16366
3002	16393	16361
3003	16398	16354
3004	16404	16349
3005	16409	16343
3006	16414	16338
3007	16420	16333
3008	16426	16328
3009	16432	16323
3010	16437	16317
3011	16443	16312
3012	16448	16306
3013	16453	16300
3014	16457	16294
3015	16462	16287
3016	16468	16282
3017	16474	16277
3018	16479	16272
3019	16484	16266
3020	16489	16260
3021	16494	16254
3022	16500	16248
3023	16504	16242
3024	16511	16238
3025	16516	16232
3026	16522	16227
3027	16527	16221
3028	16533	16216
3029	16538	16210
3030	16544	16205
3031	16549	16200
3032	16554	16193
3033	16559	16188
3034	16564	16182
3035	16571	16178
3036	16576	16172
3037	16581	16167
3038	16586	16160
3039	16591	16154
3040	16596	16148
3041	16601	16143
3042	16607	16137
3043	16612	16132
3044	16618	16127
3045	16623	16121
3046	16628	16115
3047	16633	16109
3048	16638	16103
3049	16643	16097
3050	16648	16092
3051	16654	16087
3052	16660	16082
3053	16666	16076
3054	16670	16070
3055	16675	16064
3056	16681	16059
3057	16685	16052
3058	16692	16048
3059	16697	16042
3060	16703	16037
3061	16709	16032
3062	16714	16026
3063	16720	16021
3064	16725	16015
3065	16730	16010
3066	16736	16005
3067	16740	15998
3068	16746	15993
3069	16751	15987
3070	16756	15981
3071	16761	15975
3072	16767	15970
3073	16772	15964
3074	16777	15958
3075	16783	15953
3076	16788	15948
3077	16793	15942
3078	16799	15937
3079	16804	15931
3080	16809	15926
3081	16816	15921
3082	16821	15916
3083	16826	15909
3084	16832	15905
3085	16837	15899
3086	16843	15894
3087	16848	15888
3088	16853	15882
3089	16858	15876
3090	16863	15870
