iter	MultiClass
428	0.08851288707
429	0.08849044852
430	0.08846155468
431	0.08844635682
432	0.08842537881
433	0.08840812104
434	0.08838068773
435	0.08837255144
436	0.08835354378
437	0.08832622759
438	0.0883019427
439	0.08829131936
440	0.0882716641
441	0.08825665225
442	0.08824129594
443	0.08823153376
444	0.08821781711
445	0.08818184103
446	0.08816456948
447	0.08815465574
448	0.08814441819
449	0.08811595149
450	0.08804643127
451	0.08801514682
452	0.08799906024
453	0.08798096197
454	0.08796267769
455	0.08794327734
456	0.08792739055
457	0.08789150404
458	0.08786943063
459	0.0878281911
460	0.08778273531
461	0.08776576
462	0.08771032157
463	0.08766477622
464	0.08763362956
465	0.08760987515
466	0.08759986496
467	0.08754714781
468	0.08752039655
469	0.08750205715
470	0.08746364225
471	0.08744635693
472	0.0874327505
473	0.08742470377
474	0.08738717759
475	0.08735396414
476	0.08734208004
477	0.08729353783
478	0.08728567711
479	0.08722114476
480	0.08720684251
481	0.08717703239
482	0.08716422513
483	0.08713571019
484	0.08710428796
485	0.08708233167
486	0.08706153279
487	0.0870156223
488	0.08694874069
489	0.08692977437
490	0.0869022515
491	0.08687437727
492	0.08686597918
493	0.08684949302
494	0.08681672737
495	0.08680026876
496	0.08677929075
497	0.08673871261
498	0.08669028751
499	0.08667095605
500	0.08664331607
501	0.08660796692
502	0.08659453273
503	0.08657883884
504	0.08655671031
505	0.08654268364
506	0.08653270789
507	0.0865056466
508	0.08639207601
509	0.0863893065
510	0.08634291376
511	0.08631872533
512	0.08628942501
513	0.08623913291
514	0.08621834092
515	0.08621239542
516	0.08619745936
517	0.08616822105
518	0.0861406844
519	0.08612972348
520	0.08610822877
521	0.08607524266
522	0.08602204326
523	0.08600222266
524	0.08598097597
525	0.08595660842
526	0.0859443523
527	0.08591231692
528	0.08588125982
529	0.08583937959
530	0.08582369259
531	0.08581536339
532	0.08579337265
533	0.08578105453
534	0.08573213341
535	0.08571159632
536	0.0856918515
537	0.08568054611
538	0.08565303013
539	0.08562919305
540	0.08560367498
541	0.08558230428
542	0.08556799514
543	0.0855474305
544	0.08552308361
545	0.08548189231
546	0.0854675625
547	0.08545324648
548	0.08542638498
549	0.0854159821
550	0.0853860893
551	0.08534856312
552	0.08530779896
553	0.08523304974
554	0.08521096944
555	0.08519357389
556	0.0851818138
557	0.08514445986
558	0.08513263777
559	0.08509969989
560	0.0850862657
561	0.08506526013
562	0.08504612847
563	0.08502410328
564	0.08499507854
565	0.08498443453
566	0.08494624009
567	0.08491051202
568	0.08488756367
569	0.08487078126
570	0.08485047152
571	0.08482005513
572	0.08481284201
573	0.0847686194
574	0.08472724898
575	0.0846710665
576	0.08464364009
577	0.084633561
578	0.08462238651
579	0.08460906943
580	0.08459303107
581	0.08456692741
582	0.08455622139
583	0.08453184694
584	0.08450652177
585	0.08448676317
586	0.08445394241
587	0.08442727382
588	0.08441678826
589	0.0843949422
590	0.08437672681
591	0.08436961702
592	0.08435269683
593	0.08426773074
594	0.08424850262
595	0.08421990501
596	0.08421302946
597	0.08418583039
598	0.08417671581
599	0.08415072237
600	0.08414232428
601	0.0841249425
602	0.08410136033
603	0.08409581442
604	0.08406693435
605	0.08405127491
606	0.08401393474
607	0.08399377657
608	0.08398898848
609	0.0839575387
610	0.08394418029
611	0.08391854509
612	0.08389055375
613	0.08386371292
614	0.08384192198
615	0.08382477444
616	0.0837974238
617	0.08378991443
618	0.08377242931
619	0.08376062789
620	0.08375173377
621	0.08373045263
622	0.08371702533
623	0.0837035498
624	0.0836641015
625	0.08364000263
626	0.08361914174
627	0.08361299646
628	0.0835944435
629	0.08357012417
630	0.08355726179
631	0.08354632842
632	0.08353463723
633	0.08350236073
634	0.08348915388
635	0.08346734915
636	0.08345565796
637	0.08344126616
638	0.08341759442
639	0.08340475271
640	0.08337237286
641	0.08335074037
642	0.08332858429
643	0.08327515065
644	0.08320129705
645	0.08318436307
646	0.08315590326
647	0.08312505973
648	0.08303609094
649	0.08299317042
650	0.08297833769
651	0.08295850331
652	0.08293112512
653	0.08291665064
654	0.08287937248
655	0.08284699263
656	0.08280644204
657	0.08279414459
658	0.08277685237
659	0.08275922258
660	0.08273839614
661	0.0827262847
662	0.08270992254
663	0.08268273036
664	0.08264930333
665	0.08262466709
666	0.0825098702
667	0.08249675981
668	0.08247457617
669	0.08246158979
670	0.08245269566
671	0.0824416934
672	0.08241922041
673	0.08239300652
674	0.0823812671
675	0.08236781913
676	0.08236161184
677	0.08232726854
678	0.0822821641
679	0.08226863346
680	0.08225968422
681	0.08224654627
682	0.08222704258
683	0.0822134086
684	0.08217694338
685	0.08213825291
686	0.08212396444
687	0.08210767806
688	0.08208087168
689	0.08206202937
690	0.08205594609
691	0.08204632859
692	0.08203137186
693	0.08201928797
694	0.08200672184
695	0.08199711122
696	0.08198466909
697	0.08195228236
698	0.08193208973
699	0.08191246204
700	0.08189804267
701	0.08188992015
702	0.08186944507
703	0.08186454675
704	0.08185226997
705	0.08181464734
706	0.08172960546
707	0.08171366356
708	0.08169624733
709	0.08168125615
710	0.0816299651
711	0.08161372695
712	0.08154953218
713	0.08153460301
714	0.08148355308
715	0.081471855
716	0.08144091502
717	0.08142441508
718	0.08141483891
719	0.0813999304
720	0.08139095361
721	0.08138087452
722	0.08136901798
723	0.08133224274
724	0.08131645929
725	0.08130449253
726	0.08126802731
727	0.08124873719
728	0.08121200328
729	0.08119476618
730	0.08117962344
731	0.08116679551
732	0.08115522832
733	0.08112559732
734	0.0811127625
735	0.08109498803
736	0.08108127826
737	0.0810713163
738	0.08104562599
739	0.08102678367
740	0.08100548187
741	0.08099049069
742	0.08098490344
743	0.08096259579
744	0.0809507117
745	0.08093622344
746	0.08092347129
747	0.0809100371
748	0.08089000982
749	0.08087942781
750	0.08087281406
751	0.08086262474
752	0.08085604543
753	0.08080756522
754	0.08079140286
755	0.08076616035
756	0.08074160679
757	0.08073011538
758	0.0807141597
759	0.08070044993
760	0.08068778735
761	0.08065852148
762	0.08065512504
763	0.08059487097
764	0.08056998671
765	0.08055444438
766	0.08054384171
767	0.08051846831
768	0.08050359425
769	0.08049443144
770	0.08047847575
771	0.08040312027
772	0.08039384034
773	0.08036881141
774	0.08035911124
775	0.08034821921
776	0.0803239481
777	0.08028041443
778	0.08027131363
779	0.0802462847
780	0.08023451083
781	0.08021874116
782	0.08020027776
783	0.08019059825
784	0.08017499392
785	0.08016294448
786	0.08015027501
787	0.08013140513
788	0.08012139494
789	0.08010116787
790	0.08008007963
791	0.0800655707
792	0.08005387262
793	0.08004706597
794	0.08003485808
795	0.08002158923
796	0.07998869268
797	0.07998256807
798	0.07996982281
799	0.0799591099
800	0.07993274444
801	0.07992106014
802	0.0798994552
803	0.07988708197
804	0.0798795106
805	0.07986352046
806	0.07985552884
807	0.07984352763
808	0.07983486774
809	0.07979922924
810	0.0797915752
811	0.07978409339
812	0.07977141013
813	0.07975561979
814	0.07974157934
815	0.07972521029
816	0.07969565507
817	0.07967655785
818	0.07966880047
819	0.07965988567
820	0.07964636881
821	0.07963474651
822	0.07960811926
823	0.07958423395
824	0.07956823004
825	0.07954546081
826	0.07952795502
827	0.07952005296
828	0.07950178246
829	0.07947647107
830	0.07945518304
831	0.07944530374
832	0.07942447041
833	0.07939801539
834	0.07937275911
835	0.07935683787
836	0.07934294898
837	0.07932778557
838	0.07931423426
839	0.07929943598
840	0.07927076948
841	0.07926359769
842	0.07919708122
843	0.0791911495
844	0.07917827335
845	0.07917320969
846	0.07915289306
847	0.0791355664
848	0.0791186531
849	0.07910980031
850	0.07909315569
851	0.07908661772
852	0.07904849906
853	0.07902792063
854	0.07901295701
855	0.07899347399
856	0.0789751277
857	0.07895125618
858	0.07893091888
859	0.07892462892
860	0.0789091486
861	0.07890081251
862	0.07888859084
863	0.07885517071
864	0.07883985573
865	0.07883247037
866	0.07882352113
867	0.07881625978
868	0.07879753458
869	0.07878484444
870	0.07875240258
871	0.07873085276
872	0.07871577891
873	0.07870575494
874	0.07869369172
875	0.07868332328
876	0.07867432582
877	0.07867128074
878	0.07864977914
879	0.07862892514
880	0.07861666902
881	0.07860094757
882	0.0785835658
883	0.07856768589
884	0.07855338365
885	0.07853456889
886	0.07851899212
887	0.07850706669
888	0.07849746296
889	0.07848023964
890	0.07844584811
891	0.07842004068
892	0.07840746766
893	0.07837040307
894	0.07835115428
895	0.07834533969
896	0.07833308357
897	0.07832128904
898	0.07831374523
899	0.07830416217
900	0.07829936031
901	0.07829484091
902	0.07828108981
903	0.07825926441
904	0.07825303646
905	0.07823753547
906	0.07822545847
907	0.07820363997
908	0.07818220038
909	0.07817697827
910	0.07816481171
911	0.07812632792
912	0.07811517409
913	0.0780660394
914	0.07805652524
915	0.07803921924
916	0.07802997376
917	0.07800144505
918	0.07798082529
919	0.07793701605
920	0.07792583466
921	0.07791106394
922	0.07790283808
923	0.07788734398
924	0.0778726146
925	0.07785437854
926	0.07782813709
927	0.07780883319
928	0.07778518901
929	0.07775167932
930	0.07771580658
931	0.07769230708
932	0.07767963071
933	0.07766865601
934	0.07765141891
935	0.07763997573
936	0.07762641753
937	0.07760824348
938	0.07760236
939	0.07757270144
940	0.07756146494
941	0.07754516479
942	0.07752843061
943	0.07750300209
944	0.07749785577
945	0.07748100447
946	0.07746916171
947	0.07745096699
948	0.07743082259
949	0.0774127381
950	0.0774083496
951	0.07738714425
952	0.07737772653
953	0.07736193619
954	0.07733701749
955	0.07732566388
956	0.07731928436
957	0.07731373156
958	0.07729845791
959	0.07728660827
960	0.07726566471
961	0.07725807267
962	0.07725380817
963	0.07723249259
964	0.0772196371
965	0.07721105989
966	0.07717010283
967	0.07715819806
968	0.0771457146
969	0.07710518468
970	0.07709433398
971	0.07707580858
972	0.07706145122
973	0.07704264335
974	0.07702974652
975	0.0769632645
976	0.07693933786
977	0.07693026461
978	0.07691616905
979	0.07690920393
980	0.07688850839
981	0.07688261801
982	0.0768640306
983	0.0768465386
984	0.07684055866
985	0.07683413092
986	0.07682619441
987	0.07680733143
988	0.07677764531
989	0.07676223388
990	0.07674766295
991	0.07673384295
992	0.07670501111
993	0.07668756044
994	0.07665998246
995	0.07664509462
996	0.07663597314
997	0.07661997612
998	0.07659612526
999	0.07658511612
1000	0.07657283933
1001	0.07656260868
1002	0.07654487555
1003	0.07654025281
1004	0.0765238562
1005	0.07651746291
1006	0.07648459392
1007	0.07647145597
1008	0.07645820779
1009	0.0764507122
1010	0.07643882121
1011	0.07642256929
1012	0.07640205287
1013	0.07639467439
1014	0.07638435418
1015	0.07634764094
1016	0.07633406897
1017	0.0763279168
1018	0.07630452063
1019	0.07629237475
1020	0.0762752961
1021	0.07626608507
1022	0.07625034295
1023	0.07623273383
1024	0.07620872451
1025	0.07620177318
1026	0.07618559015
1027	0.07617601398
1028	0.0761723833
1029	0.07616324116
1030	0.07615112283
1031	0.07613509137
1032	0.07608749988
1033	0.07607401746
1034	0.07605886094
1035	0.07604719042
1036	0.07603191677
1037	0.07602125209
1038	0.07601277822
1039	0.07600230644
1040	0.07598365013
1041	0.07597575496
1042	0.07596660593
1043	0.07595159409
1044	0.07593127745
1045	0.07591005143
1046	0.07589452977
1047	0.07588819159
1048	0.07585168504
1049	0.07583723122
1050	0.07582372814
1051	0.07581612232
1052	0.07580465848
1053	0.07578778651
1054	0.07575621271
1055	0.07574773195
1056	0.0757379491
1057	0.07572641637
1058	0.07571636484
1059	0.07569345782
1060	0.07568497705
1061	0.07567081948
1062	0.07566096085
1063	0.07565826712
1064	0.07565150869
1065	0.07563303151
1066	0.0756220017
1067	0.07559963204
1068	0.0755892016
1069	0.07557144091
1070	0.07556315305
1071	0.07553151036
1072	0.0755263847
1073	0.07550983653
1074	0.07548763222
1075	0.0754768022
1076	0.07544622046
1077	0.07541513581
1078	0.0753849261
1079	0.07537298001
1080	0.07535944248
1081	0.07534597384
1082	0.07532142027
1083	0.07531485474
1084	0.07529524771
1085	0.0752913759
1086	0.07526761461
1087	0.07525794888
1088	0.07525317458
1089	0.07524842783
1090	0.07524348818
1091	0.07522747049
1092	0.07521761875
1093	0.07521044696
1094	0.07519336831
1095	0.07518631364
1096	0.07517285878
1097	0.07516726464
1098	0.07515319663
1099	0.07514034114
1100	0.07513067542
1101	0.07511728256
1102	0.0751089258
1103	0.07510406194
1104	0.07507920524
1105	0.07507075203
1106	0.07506301531
1107	0.07505780698
1108	0.07504325672
1109	0.07502960896
1110	0.07501935764
1111	0.07501063575
1112	0.07499366733
1113	0.07497293734
1114	0.07496216243
1115	0.07495751213
1116	0.07494635831
1117	0.07492336173
1118	0.07490726136
1119	0.07489315202
1120	0.07488095791
1121	0.07486310765
1122	0.07484625636
1123	0.07481421409
1124	0.07480277091
1125	0.07478808975
1126	0.07475345709
1127	0.07473210706
1128	0.0747239501
1129	0.07471208667
1130	0.07469592431
1131	0.07468186319
1132	0.07467180477
1133	0.07466302776
1134	0.07465495347
1135	0.07464830526
1136	0.07464367563
1137	0.07463518109
1138	0.07462966963
1139	0.07461081353
1140	0.07460532274
1141	0.07458346979
1142	0.07457762075
1143	0.0745682926
1144	0.07454597117
1145	0.0745389785
1146	0.07451934391
1147	0.07451013288
1148	0.0745017279
1149	0.07449592708
1150	0.07448504194
1151	0.074479
1152	0.0744562101
1153	0.07444896942
1154	0.07444396087
1155	0.07442859767
1156	0.07442048204
1157	0.07441328958
1158	0.07440460214
1159	0.07439489507
1160	0.0743613027
1161	0.07432409344
1162	0.07431186488
1163	0.07429942275
1164	0.07428923343
1165	0.07426184835
1166	0.07424004362
1167	0.0742325067
1168	0.07422335078
1169	0.07421192827
1170	0.07419961704
1171	0.07419036467
1172	0.07418690623
1173	0.07417296223
1174	0.07414091996
1175	0.07413523626
1176	0.07411004199
1177	0.07409680069
1178	0.07408979425
1179	0.07406873357
1180	0.07405427976
1181	0.07404663949
1182	0.07403255081
1183	0.07402514478
1184	0.07401454211
1185	0.07399005054
1186	0.07398133554
1187	0.07396537985
1188	0.07394256929
1189	0.07393399207
1190	0.07392090923
1191	0.07390917671
1192	0.07389724439
1193	0.07388959723
1194	0.07388022086
1195	0.07385157503
1196	0.07382009079
1197	0.07381566784
1198	0.07379171365
1199	0.07377976755
1200	0.07376405299
1201	0.07375788704
1202	0.07374707768
1203	0.07372727775
1204	0.07371960304
1205	0.07367677208
1206	0.07366878046
1207	0.07365666902
1208	0.07364278013
1209	0.07363268038
1210	0.07362506767
1211	0.07361822656
1212	0.07360632869
1213	0.07358922938
1214	0.07357841313
1215	0.07356334617
1216	0.07355143452
1217	0.07353383228
1218	0.07352661915
1219	0.07351733234
1220	0.07350658499
1221	0.07350185202
1222	0.07348815603
1223	0.07347968905
1224	0.07345924841
1225	0.07345109144
1226	0.0734398205
1227	0.07343509442
1228	0.07342520134
1229	0.07341204272
1230	0.07338674511
1231	0.07336760655
1232	0.07335088615
1233	0.0733350338
1234	0.07332139982
1235	0.07331598481
1236	0.07330558881
1237	0.07329484146
1238	0.07328574065
1239	0.07327522065
1240	0.07326712569
1241	0.0732582729
1242	0.07324602367
1243	0.07323733623
1244	0.0732265751
1245	0.07321999579
1246	0.07318794663
1247	0.07317128134
1248	0.07311954248
1249	0.07310317343
1250	0.07305702871
1251	0.07303968827
1252	0.07302175534
1253	0.07299801472
1254	0.07295030611
1255	0.07293900072
1256	0.07292908009
1257	0.0729213227
1258	0.0728919535
1259	0.07287619071
1260	0.07286499555
1261	0.07285368327
1262	0.07283613615
1263	0.07283092093
1264	0.07281842369
1265	0.07279570268
1266	0.07276882741
1267	0.07275147319
1268	0.07273363671
1269	0.07272416389
1270	0.07271221779
1271	0.07270277252
1272	0.0726831586
1273	0.07267136407
1274	0.07265744073
1275	0.07264481259
1276	0.07263771659
1277	0.07262962162
1278	0.07262273918
1279	0.07261776509
1280	0.07260980791
1281	0.07259564345
1282	0.07259050401
1283	0.07258088651
1284	0.07256242311
1285	0.07255675319
1286	0.0725473837
1287	0.07253852403
1288	0.07252879629
1289	0.07251250303
1290	0.07250430473
1291	0.07249737406
1292	0.07249005071
1293	0.07248304426
1294	0.07247206267
1295	0.07246486332
1296	0.07245100199
1297	0.07243191166
1298	0.07241960732
1299	0.0724044439
1300	0.07239743057
1301	0.07239034834
1302	0.07237409641
1303	0.07236184029
1304	0.07235056246
1305	0.07234139965
1306	0.07232718697
1307	0.07231663941
1308	0.07230009124
1309	0.07228631258
1310	0.0722793268
1311	0.07226605106
1312	0.07224531418
1313	0.07222554181
1314	0.07221926563
1315	0.07220039576
1316	0.0721789975
1317	0.07217524282
1318	0.0721669274
1319	0.0721492976
1320	0.07212519184
1321	0.0721106898
1322	0.07209940508
1323	0.07208014941
1324	0.07204956079
1325	0.07198361613
1326	0.07198011635
1327	0.0719663997
1328	0.07196230743
1329	0.07195095382
1330	0.07193911106
1331	0.07192279713
1332	0.07191372389
1333	0.07190614562
1334	0.07189464044
1335	0.07187818873
1336	0.07186660776
1337	0.07185800988
1338	0.07183732812
1339	0.07182612607
1340	0.07181666702
1341	0.07180908187
1342	0.07179358777
1343	0.07178279219
1344	0.07176982647
1345	0.07176271668
1346	0.07174376414
1347	0.07172264834
1348	0.07171057135
1349	0.07169889394
1350	0.07168971046
1351	0.07168280046
1352	0.0716752911
1353	0.07167015166
1354	0.07165019327
1355	0.071640686
1356	0.07163474051
1357	0.07162476476
1358	0.07161565706
1359	0.07160903642
1360	0.07160048676
1361	0.07159038012
1362	0.07158089351
1363	0.07157125534
1364	0.07155837229
1365	0.07153853791
1366	0.07152029497
1367	0.07150677811
1368	0.07149168359
1369	0.07147727111
1370	0.07146856989
1371	0.07145129834
1372	0.07144328605
1373	0.07142776439
1374	0.07141396507
1375	0.07140717219
1376	0.0714009029
1377	0.07139178832
1378	0.07138331444
1379	0.07137007315
1380	0.07136355585
1381	0.07135230557
1382	0.07134198536
1383	0.07132238522
1384	0.07129787987
1385	0.07126704324
1386	0.07125732239
1387	0.07122780162
1388	0.07122025091
1389	0.07121010293
1390	0.07119584202
1391	0.07117582852
1392	0.07117192916
1393	0.07116027241
1394	0.07115120606
1395	0.07113908773
1396	0.07113432031
1397	0.07113072408
1398	0.0711179926
1399	0.071115478
1400	0.07110278785
1401	0.07109620165
1402	0.07107981194
1403	0.07107094537
1404	0.07106375291
1405	0.07104347073
1406	0.07103202755
1407	0.07100967857
1408	0.07099953059
1409	0.07099222101
1410	0.07098858344
1411	0.07098411916
1412	0.0709774434
1413	0.07096648248
1414	0.0709571681
1415	0.07093658968
1416	0.07090830898
1417	0.07089871215
1418	0.07087944958
1419	0.07087477862
1420	0.07084842005
1421	0.0708348274
1422	0.07082480343
1423	0.07081885793
1424	0.07080921287
1425	0.07080307448
1426	0.07078933716
1427	0.07078052571
1428	0.07077066708
1429	0.07076253078
1430	0.07075152163
1431	0.07074339222
1432	0.0707343672
1433	0.07070945539
1434	0.07070028569
1435	0.07069238363
1436	0.07068230454
1437	0.07067567701
1438	0.07067121272
1439	0.07066047915
1440	0.07064647314
1441	0.07064093412
1442	0.07063773058
1443	0.07063319741
1444	0.07062162333
1445	0.07061509914
1446	0.07060668038
1447	0.07060004595
1448	0.07059813761
1449	0.07058165145
1450	0.07057256442
1451	0.07056096279
1452	0.07055421814
1453	0.07054737703
1454	0.07052426334
1455	0.07051272371
1456	0.07050001979
1457	0.07048750876
1458	0.0704826449
1459	0.07046641364
1460	0.07045629321
1461	0.07044788823
1462	0.0704419703
1463	0.07043250436
1464	0.07042010357
1465	0.0703994907
1466	0.07038675922
1467	0.07036153738
1468	0.07035550233
1469	0.07034323933
1470	0.07033566106
1471	0.07031728033
1472	0.07030380481
1473	0.07028813847
1474	0.07027902389
1475	0.07027096337
1476	0.07021110199
1477	0.07020506694
1478	0.07019815694
1479	0.07019031
1480	0.07017832946
1481	0.07017157102
1482	0.07015547066
1483	0.07014850555
1484	0.07014079639
1485	0.07013269454
1486	0.07012506116
1487	0.07011569857
1488	0.07010017691
1489	0.07008491704
1490	0.07006991897
1491	0.07005032572
1492	0.07003089092
1493	0.07001795965
1494	0.07001252397
1495	0.07000011629
1496	0.06999314429
1497	0.06997750551
1498	0.0699704784
1499	0.06995949681
1500	0.06994925238
